Date,GLD Tonnes,GLD Flow (t),GLDM Tonnes,GLDM Flow (t),SGLN Tonnes,SGLN Flow (t),IAU Tonnes,IAU Flow (t),Total Tonnes,Total Flow (t)
2011-07-14,1225.41,0,,,0.23,0,,,1225.64,0
2011-07-15,1236.01,10.6,,,0.23,0,,,1236.24,10.6
2011-07-18,1249.34,13.33,,,0.23,0,,,1249.57,13.33
2011-07-19,1246.01,-3.33,,,0.23,0,,,1246.24,-3.33
2011-07-20,1246.01,0,,,0.23,0,,,1246.24,0
2011-07-21,1242.68,-3.33,,,0.23,0,,,1242.91,-3.33
2011-07-22,1241.77,-0.91,,,0.23,0,,,1242,-0.91
2011-07-25,1241.77,0,,,0.29,0.06,,,1242.06,0.06
2011-07-26,1241.77,0,,,0.29,0,,,1242.06,0
2011-07-27,1244.8,3.03,,,0.29,0,,,1245.09,3.03
2011-07-28,1262.97,18.17,,,0.36,0.07,,,1263.33,18.24
2011-07-29,1263.58,0.61,,,0.36,0,,,1263.94,0.61
2011-08-01,1263.58,0,,,0.36,0,,,1263.94,0
2011-08-02,1281.75,18.17,,,0.36,0,,,1282.11,18.17
2011-08-03,1286.3,4.55,,,0.36,0,,,1286.66,4.55
2011-08-04,1286.3,0,,,0.42,0.06,,,1286.72,0.06
2011-08-05,1286.3,0,,,0.42,0,,,1286.72,0
2011-08-08,1309.92,23.62,,,0.47,0.05,,,1310.39,23.67
2011-08-09,1296.9,-13.02,,,0.47,0,,,1297.37,-13.02
2011-08-10,1296.52,-0.38,,,0.47,0,,,1296.99,-0.38
2011-08-11,1272.89,-23.63,,,0.47,0,,,1273.36,-23.63
2011-08-12,1260.17,-12.72,,,0.47,0,,,1260.64,-12.72
2011-08-15,1260.17,0,,,0.59,0.12,,,1260.76,0.12
2011-08-16,1262.9,2.73,,,0.59,0,,,1263.49,2.73
2011-08-17,1271.98,9.08,,,0.65,0.06,,,1272.63,9.14
2011-08-18,1286.83,14.85,,,0.65,0,,,1287.48,14.85
2011-08-19,1290.76,3.93,,,0.65,0,,,1291.41,3.93
2011-08-22,1284.4,-6.36,,,0.65,0,,,1285.05,-6.36
2011-08-23,1259.57,-24.83,,,0.65,0,,,1260.22,-24.83
2011-08-24,1232.31,-27.26,,,0.65,0,,,1232.96,-27.26
2011-08-25,1232.31,0,,,0.65,0,,,1232.96,0
2011-08-26,1230.8,-1.51,,,0.65,0,,,1231.45,-1.51
2011-08-29,1230.8,0,,,0.65,0,,,1231.45,0
2011-08-30,1232.31,1.51,,,0.65,0,,,1232.96,1.51
2011-08-31,1232.31,0,,,0.65,0,,,1232.96,0
2011-09-01,1232.31,0,,,,,,,1232.96,0
2011-09-02,1232.31,0,,,,,,,1232.96,0
2011-09-06,1232.31,0,,,,,,,1232.96,0
2011-09-07,1232.31,0,,,,,,,1232.96,0
2011-09-08,1231.41,-0.9,,,,,,,1231.41,-0.9
2011-09-09,1241.92,10.51,,,,,,,1241.92,10.51
2011-09-12,1241.92,0,,,,,,,1241.92,0
2011-09-13,1241.31,-0.61,,,,,,,1241.31,-0.61
2011-09-14,1241.31,0,,,,,,,1241.31,0
2011-09-15,1241.31,0,,,,,,,1241.31,0
2011-09-16,1251.91,10.6,,,,,,,1251.91,10.6
2011-09-19,1251.91,0,,,,,,,1251.91,0
2011-09-20,1252.21,0.3,,,,,,,1252.21,0.3
2011-09-21,1252.21,0,,,,,,,1252.21,0
2011-09-22,1252.21,0,,,,,,,1252.21,0
2011-09-23,1252.21,0,,,,,,,1252.21,0
2011-09-26,1246.76,-5.45,,,,,,,1246.76,-5.45
2011-09-27,1241.92,-4.84,,,,,,,1241.92,-4.84
2011-09-28,1241.92,0,,,,,,,1241.92,0
2011-09-29,1231.93,-9.99,,,,,,,1231.93,-9.99
2011-09-30,1231.93,0,,,,,,,1231.93,0
2011-10-03,1232.23,0.3,,,0.87,,,,1233.1,0.3
2011-10-04,1229.51,-2.72,,,0.87,0,,,1230.38,-2.72
2011-10-05,1229.51,0,,,0.87,0,,,1230.38,0
2011-10-06,1229.51,0,,,5,4.13,,,1234.51,4.13
2011-10-07,1229.51,0,,,5,0,,,1234.51,0
2011-10-10,1227.99,-1.52,,,5,0,,,1232.99,-1.52
2011-10-11,1227.99,0,,,5.27,0.27,,,1233.26,0.27
2011-10-12,1227.99,0,,,5.27,0,,,1233.26,0
2011-10-13,1227.51,-0.48,,,5.27,0,,,1232.78,-0.48
2011-10-14,1227.51,0,,,5.27,0,,,1232.78,0
2011-10-17,1227.51,0,,,5.27,0,,,1232.78,0
2011-10-18,1227.51,0,,,5.27,0,,,1232.78,0
2011-10-19,1227.51,0,,,5.27,0,,,1232.78,0
2011-10-20,1227.51,0,,,5.27,0,,,1232.78,0
2011-10-21,1227.51,0,,,5.27,0,,,1232.78,0
2011-10-24,1233.56,6.05,,,5.27,0,,,1238.83,6.05
2011-10-25,1244.16,10.6,,,5.27,0,,,1249.43,10.6
2011-10-26,1244.16,0,,,5.36,0.09,,,1249.52,0.09
2011-10-27,1243.55,-0.61,,,5.36,0,,,1248.91,-0.61
2011-10-28,1243.55,0,,,5.36,0,,,1248.91,0
2011-10-31,1243.55,0,,,5.36,0,,,1248.91,0
2011-11-01,1243.55,0,,,5.36,0,,,1248.91,0
2011-11-02,1243.55,0,,,5.36,0,,,1248.91,0
2011-11-03,1243.55,0,,,5.52,0.16,,,1249.07,0.16
2011-11-04,1245.06,1.51,,,5.52,0,,,1250.58,1.51
2011-11-07,1255.65,10.59,,,5.52,0,,,1261.17,10.59
2011-11-08,1264.13,8.48,,,5.52,0,,,1269.65,8.48
2011-11-09,1267.15,3.02,,,5.52,0,,,1272.67,3.02
2011-11-10,1268.67,1.52,,,5.74,0.22,,,1274.41,1.74
2011-11-11,1268.67,0,,,5.74,0,,,1274.41,0
2011-11-14,1268.28,-0.39,,,5.74,0,,,1274.02,-0.39
2011-11-15,1268.28,0,,,5.74,0,,,1274.02,0
2011-11-16,1277.36,9.08,,,5.74,0,,,1283.1,9.08
2011-11-17,1289.46,12.1,,,5.74,0,,,1295.2,12.1
2011-11-18,1293.09,3.63,,,5.74,0,,,1298.83,3.63
2011-11-21,1291.27,-1.82,,,5.74,0,,,1297.01,-1.82
2011-11-22,1297.32,6.05,,,5.74,0,,,1303.06,6.05
2011-11-23,1297.32,0,,,5.74,0,,,1303.06,0
2011-11-24,,,,,5.74,0,,,1303.06,0
2011-11-25,1297.32,0,,,5.74,0,,,1303.06,0
2011-11-28,1297.32,0,,,5.74,0,,,1303.06,0
2011-11-29,1297.32,0,,,5.74,0,,,1303.06,0
2011-11-30,1298.53,1.21,,,5.74,0,,,1304.27,1.21
2011-12-01,1297.93,-0.6,,,5.74,0,,,1303.67,-0.6
2011-12-02,1297.93,0,,,5.74,0,,,1303.67,0
2011-12-05,1297.93,0,,,5.74,0,,,1303.67,0
2011-12-06,1297.93,0,,,5.74,0,,,1303.67,0
2011-12-07,1295.81,-2.12,,,5.74,0,,,1301.55,-2.12
2011-12-08,1295.81,0,,,5.74,0,,,1301.55,0
2011-12-09,1295.4,-0.41,,,5.74,0,,,1301.14,-0.41
2011-12-12,1294.8,-0.6,,,5.74,0,,,1300.54,-0.6
2011-12-13,1294.8,0,,,5.82,0.08,,,1300.62,0.08
2011-12-14,1294.8,0,,,5.82,0,,,1300.62,0
2011-12-15,1279.98,-14.82,,,6.05,0.23,,,1286.03,-14.59
2011-12-16,1279.98,0,,,6.05,0,,,1286.03,0
2011-12-19,1279.98,0,,,5.92,-0.13,,,1285.9,-0.13
2011-12-20,1279.98,0,,,5.92,0,,,1285.9,0
2011-12-21,1267.88,-12.1,,,5.9,-0.02,,,1273.78,-12.12
2011-12-22,1254.57,-13.31,,,5.92,0.02,,,1260.49,-13.29
2011-12-23,1254.57,0,,,5.92,0,,,1260.49,0
2011-12-26,,,,,5.92,0,,,1260.49,0
2011-12-27,1254.57,0,,,5.92,0,,,1260.49,0
2011-12-28,1254.57,0,,,5.92,0,,,1260.49,0
2011-12-29,1254.57,0,,,5.92,0,,,1260.49,0
2011-12-30,1254.57,0,,,6.03,0.11,,,1260.6,0.11
2012-01-02,,,,,6.03,0,,,1260.6,0
2012-01-03,1254.57,0,,,6.14,0.11,,,1260.71,0.11
2012-01-04,1254.57,0,,,6.14,0,,,1260.71,0
2012-01-05,1254.57,0,,,6.2,0.06,,,1260.77,0.06
2012-01-06,1254.57,0,,,6.2,0,,,1260.77,0
2012-01-09,1254.57,0,,,6.26,0.06,,,1260.83,0.06
2012-01-10,1254.57,0,,,6.26,0,,,1260.83,0
2012-01-11,1254.16,-0.41,,,6.26,0,,,1260.42,-0.41
2012-01-12,1254.16,0,,,6.26,0,,,1260.42,0
2012-01-13,1254.16,0,,,6.26,0,,,1260.42,0
2012-01-16,,,,,6.26,0,,,1260.42,0
2012-01-17,1255.67,1.51,,,6.38,0.12,,,1262.05,1.63
2012-01-18,1255.67,0,,,6.38,0,,,1262.05,0
2012-01-19,1255.67,0,,,6.38,0,,,1262.05,0
2012-01-20,1255.67,0,,,6.44,0.06,,,1262.11,0.06
2012-01-23,1250.53,-5.14,,,6.44,0,,,1256.97,-5.14
2012-01-24,1250.53,0,,,6.44,0,,,1256.97,0
2012-01-25,1259.6,9.07,,,6.44,0,,,1266.04,9.07
2012-01-26,1261.11,1.51,,,6.5,0.06,,,1267.61,1.57
2012-01-27,1271.09,9.98,,,6.5,0,,,1277.59,9.98
2012-01-30,1271.09,0,,,6.5,0,,,1277.59,0
2012-01-31,1271.09,0,,,6.57,0.07,,,1277.66,0.07
2012-02-01,1271.09,0,,,6.57,0,,,1277.66,0
2012-02-02,1277.14,6.05,,,6.57,0,,,1283.71,6.05
2012-02-03,1277.14,0,,,6.75,0.18,,,1283.89,0.18
2012-02-06,1277.14,0,,,6.87,0.12,,,1284.01,0.12
2012-02-07,1277.14,0,,,6.87,0,,,1284.01,0
2012-02-08,1277.14,0,,,6.87,0,,,1284.01,0
2012-02-09,1278.34,1.2,,,6.93,0.06,,,1285.27,1.26
2012-02-10,1278.65,0.31,,,6.93,0,,,1285.58,0.31
2012-02-13,1278.65,0,,,6.93,0,,,1285.58,0
2012-02-14,1278.26,-0.39,,,6.93,0,,,1285.19,-0.39
2012-02-15,1278.26,0,,,6.93,0,,,1285.19,0
2012-02-16,1281.28,3.02,,,6.93,0,,,1288.21,3.02
2012-02-17,1281.28,0,,,6.93,0,,,1288.21,0
2012-02-20,,,,,6.93,0,,,1288.21,0
2012-02-21,1281.59,0.31,,,6.93,0,,,1288.52,0.31
2012-02-22,1281.59,0,,,6.93,0,,,1288.52,0
2012-02-23,1282.8,1.21,,,6.81,-0.12,,,1289.61,1.09
2012-02-24,1284.61,1.81,,,6.87,0.06,,,1291.48,1.87
2012-02-27,1284.61,0,,,6.87,0,,,1291.48,0
2012-02-28,1284.61,0,,,6.87,0,,,1291.48,0
2012-02-29,1293.68,9.07,,,6.87,0,,,1300.55,9.07
2012-03-01,1293.68,0,,,6.87,0,,,1300.55,0
2012-03-02,1293.68,0,,,6.87,0,,,1300.55,0
2012-03-05,1293.68,0,,,6.93,0.06,,,1300.61,0.06
2012-03-06,1293.68,0,,,6.99,0.06,,,1300.67,0.06
2012-03-07,1293.68,0,,,6.99,0,,,1300.67,0
2012-03-08,1293.68,0,,,6.99,0,,,1300.67,0
2012-03-09,1293.68,0,,,6.99,0,,,1300.67,0
2012-03-12,1293.68,0,,,6.99,0,,,1300.67,0
2012-03-13,1293.27,-0.41,,,6.99,0,,,1300.26,-0.41
2012-03-14,1293.27,0,,,6.99,0,,,1300.26,0
2012-03-15,1293.27,0,,,6.99,0,,,1300.26,0
2012-03-16,1293.27,0,,,6.99,0,,,1300.26,0
2012-03-19,1293.27,0,,,6.99,0,,,1300.26,0
2012-03-20,1290.25,-3.02,,,6.99,0,,,1297.24,-3.02
2012-03-21,1290.25,0,,,6.99,0,,,1297.24,0
2012-03-22,1282.69,-7.56,,,6.99,0,,,1289.68,-7.56
2012-03-23,1282.69,0,,,6.99,0,,,1289.68,0
2012-03-26,1288.74,6.05,,,6.99,0,,,1295.73,6.05
2012-03-27,1286.62,-2.12,,,6.87,-0.12,,,1293.49,-2.24
2012-03-28,1286.62,0,,,6.87,0,,,1293.49,0
2012-03-29,1286.62,0,,,6.87,0,,,1293.49,0
2012-03-30,1286.62,0,,,6.87,0,,,1293.49,0
2012-04-02,1286.62,0,,,6.81,-0.06,,,1293.43,-0.06
2012-04-03,1286.62,0,,,6.81,0,,,1293.43,0
2012-04-04,1286.62,0,,,6.81,0,,,1293.43,0
2012-04-05,1286.62,0,,,6.81,0,,,1293.43,0
2012-04-06,,,,,6.81,0,,,1293.43,0
2012-04-09,1286.62,0,,,6.81,0,,,1293.43,0
2012-04-10,1286.17,-0.45,,,6.81,0,,,1292.98,-0.45
2012-04-11,1286.17,0,,,6.81,0,,,1292.98,0
2012-04-12,1286.17,0,,,6.81,0,,,1292.98,0
2012-04-13,1286.17,0,,,6.81,0,,,1292.98,0
2012-04-16,1286.17,0,,,6.81,0,,,1292.98,0
2012-04-17,1286.17,0,,,6.81,0,,,1292.98,0
2012-04-18,1286.17,0,,,6.81,0,,,1292.98,0
2012-04-19,1286.17,0,,,6.81,0,,,1292.98,0
2012-04-20,1286.17,0,,,6.81,0,,,1292.98,0
2012-04-23,1281.94,-4.23,,,6.81,0,,,1288.75,-4.23
2012-04-24,1281.94,0,,,6.87,0.06,,,1288.81,0.06
2012-04-25,1281.94,0,,,6.87,0,,,1288.81,0
2012-04-26,1281.94,0,,,6.87,0,,,1288.81,0
2012-04-27,1284.36,2.42,,,6.87,0,,,1291.23,2.42
2012-04-30,1278.31,-6.05,,,6.87,0,,,1285.18,-6.05
2012-05-01,1274.09,-4.22,,,6.87,0,,,1280.96,-4.22
2012-05-02,1274.09,0,,,6.93,0.06,,,1281.02,0.06
2012-05-03,1274.09,0,,,6.93,0,,,1281.02,0
2012-05-04,1274.09,0,,,6.99,0.06,,,1281.08,0.06
2012-05-07,1274.99,0.9,,,6.99,0,,,1281.98,0.9
2012-05-08,1274.99,0,,,6.99,0,,,1281.98,0
2012-05-09,1274.99,0,,,6.99,0,,,1281.98,0
2012-05-10,1277.11,2.12,,,7.11,0.12,,,1284.22,2.24
2012-05-11,1277.11,0,,,6.93,-0.18,,,1284.04,-0.18
2012-05-14,1277.11,0,,,6.93,0,,,1284.04,0
2012-05-15,1277.11,0,,,6.93,0,,,1284.04,0
2012-05-16,1276.6,-0.51,,,6.93,0,,,1283.53,-0.51
2012-05-17,1278.71,2.11,,,6.93,0,,,1285.64,2.11
2012-05-18,1282.94,4.23,,,6.93,0,,,1289.87,4.23
2012-05-21,1282.94,0,,,6.93,0,,,1289.87,0
2012-05-22,1265.43,-17.51,,,6.99,0.06,,,1272.42,-17.45
2012-05-23,1268.15,2.72,,,4.16,-2.83,,,1272.31,-0.11
2012-05-24,1270.26,2.11,,,4.16,0,,,1274.42,2.11
2012-05-25,1270.26,0,,,4.16,0,,,1274.42,0
2012-05-28,,,,,4.16,0,,,1274.42,0
2012-05-29,1270.26,0,,,4.16,0,,,1274.42,0
2012-05-30,1270.26,0,,,4.16,0,,,1274.42,0
2012-05-31,1270.26,0,,,4.16,0,,,1274.42,0
2012-06-01,1273.88,3.62,,,4.16,0,,,1278.04,3.62
2012-06-04,1273.88,0,,,4.16,0,,,1278.04,0
2012-06-05,1273.88,0,,,4.16,0,,,1278.04,0
2012-06-06,1274.79,0.91,,,4.22,0.06,,,1279.01,0.97
2012-06-07,1274.79,0,,,4.22,0,,,1279.01,0
2012-06-08,1274.79,0,,,4.22,0,,,1279.01,0
2012-06-11,1274.79,0,,,4.29,0.07,,,1279.08,0.07
2012-06-12,1274.37,-0.42,,,4.38,0.09,,,1278.75,-0.33
2012-06-13,1274.37,0,,,4.38,0,,,1278.75,0
2012-06-14,1277.39,3.02,,,4.38,0,,,1281.77,3.02
2012-06-15,1277.39,0,,,4.38,0,,,1281.77,0
2012-06-18,1281.62,4.23,,,4.38,0,,,1286,4.23
2012-06-19,1281.62,0,,,4.44,0.06,,,1286.06,0.06
2012-06-20,1281.62,0,,,4.44,0,,,1286.06,0
2012-06-21,1281.62,0,,,4.25,-0.19,,,1285.87,-0.19
2012-06-22,1281.62,0,,,4.25,0,,,1285.87,0
2012-06-25,1281.62,0,,,4.25,0,,,1285.87,0
2012-06-26,1281.62,0,,,4.25,0,,,1285.87,0
2012-06-27,1281.62,0,,,4.25,0,,,1285.87,0
2012-06-28,1281.62,0,,,4.25,0,,,1285.87,0
2012-06-29,1279.51,-2.11,,,4.25,0,,,1283.76,-2.11
2012-07-02,1279.51,0,,,4.25,0,,,1283.76,0
2012-07-03,1279.51,0,,,4.25,0,,,1283.76,0
2012-07-04,,,,,4.25,0,,,1283.76,0
2012-07-05,1279.51,0,,,4.25,0,,,1283.76,0
2012-07-06,1279.08,-0.43,,,4.25,0,,,1283.33,-0.43
2012-07-09,1275.46,-3.62,,,4.25,0,,,1279.71,-3.62
2012-07-10,1271.24,-4.22,,,4.25,0,,,1275.49,-4.22
2012-07-11,1271.24,0,,,4.25,0,,,1275.49,0
2012-07-12,1269.73,-1.51,,,4.25,0,,,1273.98,-1.51
2012-07-13,1269.73,0,,,4.25,0,,,1273.98,0
2012-07-16,1266.11,-3.62,,,4.25,0,,,1270.36,-3.62
2012-07-17,1266.11,0,,,4.31,0.06,,,1270.42,0.06
2012-07-18,1266.11,0,,,4.31,0,,,1270.42,0
2012-07-19,1257.05,-9.06,,,4.31,0,,,1261.36,-9.06
2012-07-20,1254.64,-2.41,,,4.31,0,,,1258.95,-2.41
2012-07-23,1254.64,0,,,4.31,0,,,1258.95,0
2012-07-24,1254.64,0,,,4.31,0,,,1258.95,0
2012-07-25,1252.53,-2.11,,,4.31,0,,,1256.84,-2.11
2012-07-26,1252.53,0,,,4.31,0,,,1256.84,0
2012-07-27,1248.61,-3.92,,,4.31,0,,,1252.92,-3.92
2012-07-30,1248.61,0,,,4.4,0.09,,,1253.01,0.09
2012-07-31,1251.92,3.31,,,4.4,0,,,1256.32,3.31
2012-08-01,1251.92,0,,,4.4,0,,,1256.32,0
2012-08-02,1251.92,0,,,4.4,0,,,1256.32,0
2012-08-03,1254.94,3.02,,,4.4,0,,,1259.34,3.02
2012-08-06,1254.94,0,,,4.4,0,,,1259.34,0
2012-08-07,1254.94,0,,,4.4,0,,,1259.34,0
2012-08-08,1254.94,0,,,4.4,0,,,1259.34,0
2012-08-09,1254.94,0,,,4.4,0,,,1259.34,0
2012-08-10,1258.15,3.21,,,4.41,0.01,,,1262.56,3.22
2012-08-13,1258.15,0,,,4.4,-0.01,,,1262.55,-0.01
2012-08-14,1258.15,0,,,4.43,0.03,,,1262.58,0.03
2012-08-15,1258.15,0,,,4.43,0,,,1262.58,0
2012-08-16,1263.58,5.43,,,4.43,0,,,1268.01,5.43
2012-08-17,1274.74,11.16,,,4.43,0,,,1279.17,11.16
2012-08-20,1274.74,0,,,4.43,0,,,1279.17,0
2012-08-21,1278.96,4.22,,,4.43,0,,,1283.39,4.22
2012-08-22,1281.98,3.02,,,4.43,0,,,1286.41,3.02
2012-08-23,1286.5,4.52,,,4.46,0.03,,,1290.96,4.55
2012-08-24,1286.5,0,,,4.46,0,,,1290.96,0
2012-08-27,1286.5,0,,,4.46,0,,,1290.96,0
2012-08-28,1289.52,3.02,,,4.46,0,,,1293.98,3.02
2012-08-29,1289.52,0,,,4.46,0,,,1293.98,0
2012-08-30,1289.52,0,,,5.01,0.55,,,1294.53,0.55
2012-08-31,1289.52,0,,,5.01,0,,,1294.53,0
2012-09-04,1293.14,3.62,,,,,,,1298.15,3.62
2012-09-05,1293.14,0,,,,,,,1298.15,0
2012-09-06,1293.14,0,,,,,,,1298.15,0
2012-09-07,1293.14,0,,,,,,,1298.15,0
2012-09-10,1293.14,0,,,,,,,1293.14,0
2012-09-11,1293.14,0,,,,,,,1293.14,0
2012-09-12,1289.42,-3.72,,,,,,,1289.42,-3.72
2012-09-13,1292.43,3.01,,,,,,,1292.43,3.01
2012-09-14,1301.48,9.05,,,,,,,1301.48,9.05
2012-09-17,1301.48,0,,,,,,,1301.48,0
2012-09-18,1303.29,1.81,,,,,,,1303.29,1.81
2012-09-19,1305.4,2.11,,,,,,,1305.4,2.11
2012-09-20,1308.41,3.01,,,,,,,1308.41,3.01
2012-09-21,1317.76,9.35,,,,,,,1317.76,9.35
2012-09-24,1326.81,9.05,,,,,,,1326.81,9.05
2012-09-25,1331.33,4.52,,,,,,,1331.33,4.52
2012-09-26,1320.78,-10.55,,,,,,,1320.78,-10.55
2012-09-27,1320.78,0,,,,,,,1320.78,0
2012-09-28,1320.78,0,,,,,,,1320.78,0
2012-10-01,1322.59,1.81,,,5.3,,,,1327.89,1.81
2012-10-02,1322.59,0,,,5.3,0,,,1327.89,0
2012-10-03,1324.4,1.81,,,5.3,0,,,1329.7,1.81
2012-10-04,1333.44,9.04,,,5.48,0.18,,,1338.92,9.22
2012-10-05,1333.44,0,,,5.57,0.09,,,1339.01,0.09
2012-10-08,1340.52,7.08,,,5.57,0,,,1346.09,7.08
2012-10-09,1340.52,0,,,5.57,0,,,1346.09,0
2012-10-10,1340.52,0,,,5.57,0,,,1346.09,0
2012-10-11,1340.52,0,,,5.57,0,,,1346.09,0
2012-10-12,1340.52,0,,,5.57,0,,,1346.09,0
2012-10-15,1333.89,-6.63,,,5.57,0,,,1339.46,-6.63
2012-10-16,1333.89,0,,,5.57,0,,,1339.46,0
2012-10-17,1333.89,0,,,5.57,0,,,1339.46,0
2012-10-18,1333.89,0,,,5.61,0.04,,,1339.5,0.04
2012-10-19,1334.19,0.3,,,5.61,0,,,1339.8,0.3
2012-10-22,1336.9,2.71,,,5.61,0,,,1342.51,2.71
2012-10-23,1336.9,0,,,5.61,0,,,1342.51,0
2012-10-24,1336.9,0,,,5.61,0,,,1342.51,0
2012-10-25,1336.9,0,,,5.61,0,,,1342.51,0
2012-10-26,1336.3,-0.6,,,5.65,0.04,,,1341.95,-0.56
2012-10-29,,,,,5.75,0.1,,,1342.05,0.1
2012-10-30,,,,,5.75,0,,,1342.05,0
2012-10-31,1336.3,0,,,5.75,0,,,1342.05,0
2012-11-01,1336.3,0,,,5.75,0,,,1342.05,0
2012-11-02,1336.3,0,,,5.75,0,,,1342.05,0
2012-11-05,1332.38,-3.92,,,5.75,0,,,1338.13,-3.92
2012-11-06,1334.49,2.11,,,5.75,0,,,1340.24,2.11
2012-11-07,1337.21,2.72,,,5.75,0,,,1342.96,2.72
2012-11-08,1339.62,2.41,,,5.82,0.07,,,1345.44,2.48
2012-11-09,1338.71,-0.91,,,5.82,0,,,1344.53,-0.91
2012-11-12,1338.71,0,,,5.82,0,,,1344.53,0
2012-11-13,1338.71,0,,,5.82,0,,,1344.53,0
2012-11-14,1336.3,-2.41,,,5.82,0,,,1342.12,-2.41
2012-11-15,1339.62,3.32,,,5.84,0.02,,,1345.46,3.34
2012-11-16,1342.63,3.01,,,5.84,0,,,1348.47,3.01
2012-11-19,1342.2,-0.43,,,5.84,0,,,1348.04,-0.43
2012-11-20,1342.2,0,,,5.84,0,,,1348.04,0
2012-11-21,1342.2,0,,,5.84,0,,,1348.04,0
2012-11-22,,,,,5.84,0,,,1348.04,0
2012-11-23,1342.2,0,,,5.84,0,,,1348.04,0
2012-11-26,1342.2,0,,,5.84,0,,,1348.04,0
2012-11-27,1345.81,3.61,,,5.84,0,,,1351.65,3.61
2012-11-28,1347.02,1.21,,,5.84,0,,,1352.86,1.21
2012-11-29,1347.02,0,,,5.84,0,,,1352.86,0
2012-11-30,1348.83,1.81,,,5.84,0,,,1354.67,1.81
2012-12-03,1348.83,0,,,5.87,0.03,,,1354.7,0.03
2012-12-04,1351.24,2.41,,,5.87,0,,,1357.11,2.41
2012-12-05,1351.54,0.3,,,5.87,0,,,1357.41,0.3
2012-12-06,1351.54,0,,,5.89,0.02,,,1357.43,0.02
2012-12-07,1353.35,1.81,,,5.89,0,,,1359.24,1.81
2012-12-10,1353.35,0,,,5.89,0,,,1359.24,0
2012-12-11,1351.42,-1.93,,,5.91,0.02,,,1357.33,-1.91
2012-12-12,1351.42,0,,,5.91,0,,,1357.33,0
2012-12-13,1351.42,0,,,5.91,0,,,1357.33,0
2012-12-14,1351.42,0,,,5.91,0,,,1357.33,0
2012-12-17,1350.52,-0.9,,,6.01,0.1,,,1356.53,-0.8
2012-12-18,1350.52,0,,,6.02,0.01,,,1356.54,0.01
2012-12-19,1350.52,0,,,6.02,0,,,1356.54,0
2012-12-20,1350.52,0,,,6.02,0,,,1356.54,0
2012-12-21,1350.82,0.3,,,6.02,0,,,1356.84,0.3
2012-12-24,1350.82,0,,,6.06,0.04,,,1356.88,0.04
2012-12-26,1350.82,0,,,6.06,0,,,1356.88,0
2012-12-27,1350.82,0,,,6.02,-0.04,,,1356.84,-0.04
2012-12-28,1350.82,0,,,6.02,0,,,1356.84,0
2012-12-31,1350.82,0,,,6.02,0,,,1356.84,0
2013-01-01,,,,,6.04,0.02,,,1356.86,0.02
2013-01-02,1349.92,-0.9,,,6.02,-0.02,,,1355.94,-0.92
2013-01-03,1340.28,-9.64,,,6.02,0,,,1346.3,-9.64
2013-01-04,1342.09,1.81,,,6.02,0,,,1348.11,1.81
2013-01-07,1340.74,-1.35,,,6.02,0,,,1346.76,-1.35
2013-01-08,1339.84,-0.9,,,6.02,0,,,1345.86,-0.9
2013-01-09,1339.84,0,,,5.02,-1,,,1344.86,-1
2013-01-10,1337.73,-2.11,,,5.02,0,,,1342.75,-2.11
2013-01-11,1337.73,0,,,5.02,0,,,1342.75,0
2013-01-14,1337.73,0,,,5.02,0,,,1342.75,0
2013-01-15,1336.83,-0.9,,,5.04,0.02,,,1341.87,-0.88
2013-01-16,1334.42,-2.41,,,5.04,0,,,1339.46,-2.41
2013-01-17,1332.61,-1.81,,,5.04,0,,,1337.65,-1.81
2013-01-18,1332.61,0,,,5.04,0,,,1337.65,0
2013-01-21,,,,,5.04,0,,,1337.65,0
2013-01-22,1335.92,3.31,,,5.04,0,,,1340.96,3.31
2013-01-23,1334.11,-1.81,,,5.04,0,,,1339.15,-1.81
2013-01-24,1331.71,-2.4,,,5.04,0,,,1336.75,-2.4
2013-01-25,1329.9,-1.81,,,5.04,0,,,1334.94,-1.81
2013-01-28,1328.09,-1.81,,,5.04,0,,,1333.13,-1.81
2013-01-29,1328.09,0,,,5.04,0,,,1333.13,0
2013-01-30,1328.09,0,,,5.04,0,,,1333.13,0
2013-01-31,1328.09,0,,,5.04,0,,,1333.13,0
2013-02-01,1328.09,0,,,5.04,0,,,1333.13,0
2013-02-04,1328.09,0,,,5.04,0,,,1333.13,0
2013-02-05,1328.09,0,,,5.04,0,,,1333.13,0
2013-02-06,1328.09,0,,,5.04,0,,,1333.13,0
2013-02-07,1329.9,1.81,,,5.04,0,,,1334.94,1.81
2013-02-08,1326.89,-3.01,,,5.04,0,,,1331.93,-3.01
2013-02-11,1326.89,0,,,5.03,-0.01,,,1331.92,-0.01
2013-02-12,1326.89,0,,,5.03,0,,,1331.92,0
2013-02-13,1325.99,-0.9,,,5.03,0,,,1331.02,-0.9
2013-02-14,1322.97,-3.02,,,5.14,0.11,,,1328.11,-2.91
2013-02-15,1322.97,0,,,5.14,0,,,1328.11,0
2013-02-18,,,,,5.14,0,,,1328.11,0
2013-02-19,1319.96,-3.01,,,5.14,0,,,1325.1,-3.01
2013-02-20,1299.19,-20.77,,,5.07,-0.07,,,1304.26,-20.84
2013-02-21,1290.31,-8.88,,,4.74,-0.33,,,1295.05,-9.21
2013-02-22,1280.67,-9.64,,,4.74,0,,,1285.41,-9.64
2013-02-25,1272.85,-7.82,,,4.66,-0.08,,,1277.51,-7.9
